project_slug,date,sqft,psf,price,mapping_status,resolved_layout,bedrooms,bathrooms,layout_options,reference_area_sqft,area_diff_sqft,match_rule,mapping_confidence,review_note,evidence_kinds,evidence_urls,evidence_notes
hillion_residences,Jan2019,462,1642,760000,matched,1b1b,1,1,1b1b (1b/1ba),463,1,nearest_1sqft,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Hillion Residences/Hillion Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists Type A2/A2s at 463 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
hillion_residences,Jan2019,462,1836,850000,matched,1b1b,1,1,1b1b (1b/1ba),463,1,nearest_1sqft,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Hillion Residences/Hillion Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists Type A2/A2s at 463 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
hillion_residences,Apr2019,710,1379,980000,matched,2b2b,2,2,2b2b (2b/2ba),710,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Hillion Residences/Hillion Residences Brochure.pdf,"[auto-stacked] Stacked-hosted original brochure text lists Type B1, B1s at 710 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention."
hillion_residences,Apr2019,710,1478,1050000,matched,2b2b,2,2,2b2b (2b/2ba),710,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Hillion Residences/Hillion Residences Brochure.pdf,"[auto-stacked] Stacked-hosted original brochure text lists Type B1, B1s at 710 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention."
hillion_residences,Jun2019,710,1492,1060000,matched,2b2b,2,2,2b2b (2b/2ba),710,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Hillion Residences/Hillion Residences Brochure.pdf,"[auto-stacked] Stacked-hosted original brochure text lists Type B1, B1s at 710 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention."
hillion_residences,Aug2019,462,1555,720000,matched,1b1b,1,1,1b1b (1b/1ba),463,1,nearest_1sqft,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Hillion Residences/Hillion Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists Type A2/A2s at 463 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
hillion_residences,Aug2019,710,1396,992000,matched,2b2b,2,2,2b2b (2b/2ba),710,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Hillion Residences/Hillion Residences Brochure.pdf,"[auto-stacked] Stacked-hosted original brochure text lists Type B1, B1s at 710 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention."
hillion_residences,Sep2019,710,1407,1000000,matched,2b2b,2,2,2b2b (2b/2ba),710,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Hillion Residences/Hillion Residences Brochure.pdf,"[auto-stacked] Stacked-hosted original brochure text lists Type B1, B1s at 710 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention."
hillion_residences,Sep2019,710,1548,1100000,matched,2b2b,2,2,2b2b (2b/2ba),710,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Hillion Residences/Hillion Residences Brochure.pdf,"[auto-stacked] Stacked-hosted original brochure text lists Type B1, B1s at 710 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention."
hillion_residences,Dec2019,710,1432,1018000,matched,2b2b,2,2,2b2b (2b/2ba),710,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Hillion Residences/Hillion Residences Brochure.pdf,"[auto-stacked] Stacked-hosted original brochure text lists Type B1, B1s at 710 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention."
hillion_residences,Apr2020,710,1456,1035000,matched,2b2b,2,2,2b2b (2b/2ba),710,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Hillion Residences/Hillion Residences Brochure.pdf,"[auto-stacked] Stacked-hosted original brochure text lists Type B1, B1s at 710 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention."
hillion_residences,Apr2020,710,1463,1040000,matched,2b2b,2,2,2b2b (2b/2ba),710,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Hillion Residences/Hillion Residences Brochure.pdf,"[auto-stacked] Stacked-hosted original brochure text lists Type B1, B1s at 710 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention."
hillion_residences,Apr2020,2615,1032,2700000,matched,5b4b,5,4,5b4b (5b/4ba),2616,1,nearest_1sqft,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Hillion Residences/Hillion Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists Type E2 at 2616 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
hillion_residences,May2020,462,1512,700000,matched,1b1b,1,1,1b1b (1b/1ba),463,1,nearest_1sqft,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Hillion Residences/Hillion Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists Type A2/A2s at 463 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
